region;civil;age;gender;pop
;;;kvinnor;9751
;;50-54 år;män;10523
;;;kvinnor;9531
;;55-59 år;män;8189
;;;kvinnor;7539
;;60-64 år;män;6321
;;;kvinnor;5910
;gifta;20-24 år;män;384
;;;kvinnor;1196
;;25-29 år;män;3557
;;;kvinnor;6409
;;30-34 år;män;11302
;;;kvinnor;14429
;;35-39 år;män;15605
;;;kvinnor;16372
;;40-44 år;män;16140
;;;kvinnor;15920
;;45-49 år;män;15020
;;;kvinnor;14121
;;50-54 år;män;14391
;;;kvinnor;13484
;;55-59 år;män;12431
;;;kvinnor;11615
;;60-64 år;män;11760
;;;kvinnor;10596
;skilda;20-24 år;män;25
;;;kvinnor;124
;;25-29 år;män;382
;;;kvinnor;948
;;30-34 år;män;1426
;;;kvinnor;2292
;;35-39 år;män;2459
;;;kvinnor;3549
;;40-44 år;män;3450
;;;kvinnor;4697
;;45-49 år;män;4320
;;;kvinnor;6039
;;50-54 år;män;5617
;;;kvinnor;7422
;;55-59 år;män;5459
;;;kvinnor;7208
;;60-64 år;män;5402
;;;kvinnor;6875
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;4
;;25-29 år;män;5
;;;kvinnor;14
;;30-34 år;män;15
;;;kvinnor;47
;;35-39 år;män;35
;;;kvinnor;97
;;40-44 år;män;48
;;;kvinnor;130
;;45-49 år;män;76
;;;kvinnor;250
;;50-54 år;män;133
;;;kvinnor;417
;;55-59 år;män;195
;;;kvinnor;633
;;60-64 år;män;299
;;;kvinnor;1090
0181 Södertälje;ogifta;20-24 år;män;3201
;;;kvinnor;2623
;;25-29 år;män;3308
;;;kvinnor;2304
;;30-34 år;män;2168
;;;kvinnor;1274
;;35-39 år;män;1485
;;;kvinnor;945
;;40-44 år;män;1148
;;;kvinnor;790
;;45-49 år;män;1095
;;;kvinnor;795
;;50-54 år;män;1058
;;;kvinnor;762
;;55-59 år;män;783
;;;kvinnor;595
;;60-64 år;män;563
;;;kvinnor;452
;gifta;20-24 år;män;58
;;;kvinnor;280
;;25-29 år;män;536
;;;kvinnor;1098
;;30-34 år;män;1194
;;;kvinnor;1636
;;35-39 år;män;1605
;;;kvinnor;1692
;;40-44 år;män;1725
;;;kvinnor;1707
;;45-49 år;män;1958
;;;kvinnor;1870
;;50-54 år;män;1927
;;;kvinnor;1707
;;55-59 år;män;1620
;;;kvinnor;1422
;;60-64 år;män;1436
;;;kvinnor;1229
;skilda;20-24 år;män;5
;;;kvinnor;19
;;25-29 år;män;54
;;;kvinnor;125
;;30-34 år;män;177
;;;kvinnor;259
;;35-39 år;män;286
;;;kvinnor;368
;;40-44 år;män;385
;;;kvinnor;455
;;45-49 år;män;506
;;;kvinnor;591
;;50-54 år;män;575
;;;kvinnor;628
;;55-59 år;män;542
;;;kvinnor;616
;;60-64 år;män;474
;;;kvinnor;541
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;7
;;30-34 år;män;2
;;;kvinnor;1
;;35-39 år;män;1
;;;kvinnor;11
;;40-44 år;män;4
;;;kvinnor;27
;;45-49 år;män;8
;;;kvinnor;50
;;50-54 år;män;15
;;;kvinnor;52
;;55-59 år;män;21
;;;kvinnor;112
;;60-64 år;män;29
;;;kvinnor;182
0182 Nacka;ogifta;20-24 år;män;2574
;;;kvinnor;2412
;;25-29 år;män;2669
;;;kvinnor;2315
;;30-34 år;män;1905
;;;kvinnor;1571
;;35-39 år;män;1481
;;;kvinnor;1282
;;40-44 år;män;1208
;;;kvinnor;1146
;;45-49 år;män;1053
;;;kvinnor;932
;;50-54 år;män;967
;;;kvinnor;893
;;55-59 år;män;636
;;;kvinnor;601
;;60-64 år;män;473
;;;kvinnor;381
;gifta;20-24 år;män;35
;;;kvinnor;98
;;25-29 år;män;297
;;;kvinnor;496
;;30-34 år;män;873
;;;kvinnor;1235
;;35-39 år;män;1753
;;;kvinnor;1990
;;40-44 år;män;2295
;;;kvinnor;2458
;;45-49 år;män;2345
;;;kvinnor;2209
;;50-54 år;män;2111
;;;kvinnor;2053
;;55-59 år;män;1581
;;;kvinnor;1431
;;60-64 år;män;1400
;;;kvinnor;1264
;skilda;20-24 år;män;3
;;;kvinnor;4
;;25-29 år;män;21
;;;kvinnor;52
;;30-34 år;män;74
;;;kvinnor;166
;;35-39 år;män;188
;;;kvinnor;271
;;40-44 år;män;363
;;;kvinnor;451
;;45-49 år;män;446
;;;kvinnor;639
;;50-54 år;män;589
;;;kvinnor;793
;;55-59 år;män;522
;;;kvinnor;674
;;60-64 år;män;444
;;;kvinnor;625
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;3
;;35-39 år;män;2
;;;kvinnor;8
;;40-44 år;män;5
;;;kvinnor;21
;;45-49 år;män;7
;;;kvinnor;33
;;50-54 år;män;14
;;;kvinnor;48
;;55-59 år;män;18
;;;kvinnor;56
;;60-64 år;män;31
;;;kvinnor;93
0183 Sundbyberg;ogifta;20-24 år;män;1412
;;;kvinnor;1371
;;25-29 år;män;2354
;;;kvinnor;2344
;;30-34 år;män;1923
;;;kvinnor;1471
;;35-39 år;män;1144
;;;kvinnor;799
;;40-44 år;män;760
;;;kvinnor;524
;;45-49 år;män;600
;;;kvinnor;489
;;50-54 år;män;560
;;;kvinnor;472
;;55-59 år;män;388
;;;kvinnor;338
;;60-64 år;män;313
;;;kvinnor;261
;gifta;20-24 år;män;25
;;;kvinnor;101
;;25-29 år;män;289
;;;kvinnor;497
;;30-34 år;män;761
;;;kvinnor;930
;;35-39 år;män;921
;;;kvinnor;917
;;40-44 år;män;891
;;;kvinnor;797
;;45-49 år;män;735
;;;kvinnor;645
;;50-54 år;män;626
;;;kvinnor;550
;;55-59 år;män;581
;;;kvinnor;528
;;60-64 år;män;563
;;;kvinnor;531
;skilda;20-24 år;män;1
;;;kvinnor;10
;;25-29 år;män;43
;;;kvinnor;70
;;30-34 år;män;111
;;;kvinnor;183
;;35-39 år;män;175
;;;kvinnor;256
;;40-44 år;män;227
;;;kvinnor;293
;;45-49 år;män;248
;;;kvinnor;350
;;50-54 år;män;308
;;;kvinnor;367
;;55-59 år;män;282
;;;kvinnor;397
;;60-64 år;män;330
;;;kvinnor;356
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;5
;;30-34 år;män;1
;;;kvinnor;3
;;35-39 år;män;3
;;;kvinnor;7
;;40-44 år;män;2
;;;kvinnor;9
;;45-49 år;män;0
;;;kvinnor;15
;;50-54 år;män;3
;;;kvinnor;16
;;55-59 år;män;9
;;;kvinnor;36
;;60-64 år;män;17
;;;kvinnor;56
0184 Solna;ogifta;20-24 år;män;2319
;;;kvinnor;2338
;;25-29 år;män;4298
;;;kvinnor;3911
;;30-34 år;män;3329
;;;kvinnor;2494
;;35-39 år;män;2080
;;;kvinnor;1416
;;40-44 år;män;1353
;;;kvinnor;967
;;45-49 år;män;936
;;;kvinnor;746
;;50-54 år;män;808
;;;kvinnor;750
;;55-59 år;män;614
;;;kvinnor;527
;;60-64 år;män;444
;;;kvinnor;416
;gifta;20-24 år;män;24
;;;kvinnor;66
;;25-29 år;män;414
;;;kvinnor;786
;;30-34 år;män;1425
;;;kvinnor;1720
;;35-39 år;män;1589
;;;kvinnor;1506
;;40-44 år;män;1289
;;;kvinnor;1156
;;45-49 år;män;1032
;;;kvinnor;1009
;;50-54 år;män;1027
;;;kvinnor;914
;;55-59 år;män;853
;;;kvinnor;850
;;60-64 år;män;896
;;;kvinnor;830
;skilda;20-24 år;män;3
;;;kvinnor;5
;;25-29 år;män;29
;;;kvinnor;65
;;30-34 år;män;115
;;;kvinnor;140
;;35-39 år;män;200
;;;kvinnor;275
;;40-44 år;män;265
;;;kvinnor;324
;;45-49 år;män;329
;;;kvinnor;430
;;50-54 år;män;426
;;;kvinnor;591
;;55-59 år;män;425
;;;kvinnor;559
;;60-64 år;män;398
;;;kvinnor;546
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;5
;;35-39 år;män;1
;;;kvinnor;9
;;40-44 år;män;0
;;;kvinnor;11
;;45-49 år;män;3
;;;kvinnor;18
;;50-54 år;män;9
;;;kvinnor;26
;;55-59 år;män;11
;;;kvinnor;46
;;60-64 år;män;19
;;;kvinnor;100
0186 Lidingö;ogifta;20-24 år;män;1182
;;;kvinnor;1137
;;25-29 år;män;1179
;;;kvinnor;1034
;;30-34 år;män;785
;;;kvinnor;651
;;35-39 år;män;606
;;;kvinnor;505
;;40-44 år;män;496
;;;kvinnor;462
;;45-49 år;män;448
;;;kvinnor;405
;;50-54 år;män;373
;;;kvinnor;339
;;55-59 år;män;274
;;;kvinnor;283
;;60-64 år;män;219
;;;kvinnor;186
;gifta;20-24 år;män;10
;;;kvinnor;25
;;25-29 år;män;88
;;;kvinnor;182
;;30-34 år;män;346
;;;kvinnor;496
;;35-39 år;män;701
;;;kvinnor;849
;;40-44 år;män;1022
;;;kvinnor;1072
;;45-49 år;män;1079
;;;kvinnor;1082
;;50-54 år;män;953
;;;kvinnor;956
;;55-59 år;män;814
;;;kvinnor;749
;;60-64 år;män;731
;;;kvinnor;680
;skilda;20-24 år;män;4
;;;kvinnor;4
;;25-29 år;män;5
;;;kvinnor;7
;;30-34 år;män;31
;;;kvinnor;52
;;35-39 år;män;53
;;;kvinnor;108
;;40-44 år;män;110
;;;kvinnor;176
;;45-49 år;män;174
;;;kvinnor;265
;;50-54 år;män;262
;;;kvinnor;354
;;55-59 år;män;229
;;;kvinnor;318
;;60-64 år;män;235
;;;kvinnor;287
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;2
;;35-39 år;män;1
;;;kvinnor;1
;;40-44 år;män;3
;;;kvinnor;5
;;45-49 år;män;3
;;;kvinnor;16
;;50-54 år;män;3
;;;kvinnor;20
;;55-59 år;män;7
;;;kvinnor;34
;;60-64 år;män;18
;;;kvinnor;48
0187 Vaxholm;ogifta;20-24 år;män;310
;;;kvinnor;227
;;25-29 år;män;229
;;;kvinnor;183
;;30-34 år;män;144
;;;kvinnor;118
;;35-39 år;män;130
;;;kvinnor;113
;;40-44 år;män;118
;;;kvinnor;139
;;45-49 år;män;97
;;;kvinnor;113
;;50-54 år;män;114
;;;kvinnor;89
;;55-59 år;män;78
;;;kvinnor;75
;;60-64 år;män;70
;;;kvinnor;39
;gifta;20-24 år;män;6
;;;kvinnor;4
;;25-29 år;män;27
;;;kvinnor;42
;;30-34 år;män;65
;;;kvinnor;89
;;35-39 år;män;148
;;;kvinnor;188
;;40-44 år;män;266
;;;kvinnor;282
;;45-49 år;män;294
;;;kvinnor;345
;;50-54 år;män;298
;;;kvinnor;270
;;55-59 år;män;217
;;;kvinnor;247
;;60-64 år;män;198
;;;kvinnor;169
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;2
;;;kvinnor;2
;;30-34 år;män;4
;;;kvinnor;8
;;35-39 år;män;16
;;;kvinnor;22
;;40-44 år;män;38
;;;kvinnor;35
;;45-49 år;män;47
;;;kvinnor;70
;;50-54 år;män;70
;;;kvinnor;86
;;55-59 år;män;53
;;;kvinnor;64
;;60-64 år;män;61
;;;kvinnor;69
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;1
;;45-49 år;män;4
;;;kvinnor;7
;;50-54 år;män;3
;;;kvinnor;5
;;55-59 år;män;6
;;;kvinnor;8
;;60-64 år;män;4
;;;kvinnor;15
0188 Norrtälje;ogifta;20-24 år;män;1673
;;;kvinnor;1504
;;25-29 år;män;1780
;;;kvinnor;1416
;;30-34 år;män;1203
;;;kvinnor;911
;;35-39 år;män;868
;;;kvinnor;656
;;40-44 år;män;689
;;;kvinnor;552
;;45-49 år;män;745
;;;kvinnor;604
;;50-54 år;män;779
;;;kvinnor;648
;;55-59 år;män;607
;;;kvinnor;485
;;60-64 år;män;498
;;;kvinnor;322
;gifta;20-24 år;män;23
;;;kvinnor;79
;;25-29 år;män;178
;;;kvinnor;285
;;30-34 år;män;426
;;;kvinnor;558
;;35-39 år;män;631
;;;kvinnor;705
;;40-44 år;män;749
;;;kvinnor;760
;;45-49 år;män;809
;;;kvinnor;904
;;50-54 år;män;1032
;;;kvinnor;1008
;;55-59 år;män;1000
;;;kvinnor;978
;;60-64 år;män;1015
;;;kvinnor;1135
;skilda;20-24 år;män;1
;;;kvinnor;3
;;25-29 år;män;17
;;;kvinnor;31
;;30-34 år;män;50
;;;kvinnor;88
;;35-39 år;män;91
;;;kvinnor;134
;;40-44 år;män;146
;;;kvinnor;208
;;45-49 år;män;264
;;;kvinnor;343
;;50-54 år;män;393
;;;kvinnor;459
;;55-59 år;män;425
;;;kvinnor;470
;;60-64 år;män;433
;;;kvinnor;419
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;6
;;35-39 år;män;2
;;;kvinnor;1
;;40-44 år;män;1
;;;kvinnor;11
;;45-49 år;män;5
;;;kvinnor;22
;;50-54 år;män;13
;;;kvinnor;32
;;55-59 år;män;15
;;;kvinnor;49
;;60-64 år;män;37
;;;kvinnor;98
0191 Sigtuna;ogifta;20-24 år;män;1562
;;;kvinnor;1235
;;25-29 år;män;1483
;;;kvinnor;1104
;;30-34 år;män;956
;;;kvinnor;634
;;35-39 år;män;687
;;;kvinnor;446
;;40-44 år;män;546
;;;kvinnor;377
;;45-49 år;män;470
;;;kvinnor;408
;;50-54 år;män;474
;;;kvinnor;369
;;55-59 år;män;329
;;;kvinnor;246
;;60-64 år;män;213
;;;kvinnor;194
;gifta;20-24 år;män;41
;;;kvinnor;117
;;25-29 år;män;277
;;;kvinnor;536
;;30-34 år;män;706
;;;kvinnor;813
;;35-39 år;män;854
;;;kvinnor;917
;;40-44 år;män;929
;;;kvinnor;900
;;45-49 år;män;1012
;;;kvinnor;875
;;50-54 år;män;950
;;;kvinnor;869
;;55-59 år;män;754
;;;kvinnor;634
;;60-64 år;män;591
;;;kvinnor;578
;skilda;20-24 år;män;3
;;;kvinnor;10
;;25-29 år;män;44
;;;kvinnor;73
;;30-34 år;män;121
;;;kvinnor;178
;;35-39 år;män;179
;;;kvinnor;192
;;40-44 år;män;203
;;;kvinnor;237
;;45-49 år;män;229
;;;kvinnor;308
;;50-54 år;män;330
;;;kvinnor;405
;;55-59 år;män;284
;;;kvinnor;298
;;60-64 år;män;235
;;;kvinnor;239
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;0
;;30-34 år;män;3
;;;kvinnor;4
;;35-39 år;män;2
;;;kvinnor;6
;;40-44 år;män;6
;;;kvinnor;15
;;45-49 år;män;7
;;;kvinnor;20
;;50-54 år;män;10
;;;kvinnor;33
;;55-59 år;män;10
;;;kvinnor;44
;;60-64 år;män;17
;;;kvinnor;52
0192 Nynäshamn;ogifta;20-24 år;män;762
;;;kvinnor;630
;;25-29 år;män;839
;;;kvinnor;645
;;30-34 år;män;524
;;;kvinnor;345
;;35-39 år;män;378
;;;kvinnor;272
;;40-44 år;män;318
;;;kvinnor;289
;;45-49 år;män;338
;;;kvinnor;276
;;50-54 år;män;356
;;;kvinnor;240
;;55-59 år;män;242
;;;kvinnor;181
;;60-64 år;män;219
;;;kvinnor;144
;gifta;20-24 år;män;21
;;;kvinnor;39
;;25-29 år;män;114
;;;kvinnor;206
;;30-34 år;män;248
;;;kvinnor;337
;;35-39 år;män;401
;;;kvinnor;385
;;40-44 år;män;447
;;;kvinnor;477
;;45-49 år;män;489
;;;kvinnor;518
;;50-54 år;män;558
;;;kvinnor;518
;;55-59 år;män;417
;;;kvinnor;448
;;60-64 år;män;485
;;;kvinnor;424
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;18
;;;kvinnor;38
;;30-34 år;män;35
;;;kvinnor;45
;;35-39 år;män;50
;;;kvinnor;78
;;40-44 år;män;97
;;;kvinnor;120
;;45-49 år;män;146
;;;kvinnor;171
;;50-54 år;män;186
;;;kvinnor;245
;;55-59 år;män;172
;;;kvinnor;190
;;60-64 år;män;180
;;;kvinnor;201
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;1
;;;kvinnor;4
;;40-44 år;män;0
;;;kvinnor;7
;;45-49 år;män;4
;;;kvinnor;13
;;50-54 år;män;9
;;;kvinnor;15
;;55-59 år;män;9
;;;kvinnor;28
;;60-64 år;män;10
;;;kvinnor;35
0305 Håbo;ogifta;20-24 år;män;588
;;;kvinnor;463
;;25-29 år;män;535
;;;kvinnor;419
;;30-34 år;män;372
;;;kvinnor;265
;;35-39 år;män;277
;;;kvinnor;232
;;40-44 år;män;261
;;;kvinnor;243
;;45-49 år;män;292
;;;kvinnor;215
;;50-54 år;män;206
;;;kvinnor;175
;;55-59 år;män;146
;;;kvinnor;106
;;60-64 år;män;88
;;;kvinnor;61
;gifta;20-24 år;män;9
;;;kvinnor;12
;;25-29 år;män;55
;;;kvinnor;112
;;30-34 år;män;179
;;;kvinnor;231
;;35-39 år;män;286
;;;kvinnor;347
;;40-44 år;män;405
;;;kvinnor;457
;;45-49 år;män;491
;;;kvinnor;473
;;50-54 år;män;476
;;;kvinnor;475
;;55-59 år;män;355
;;;kvinnor;334
;;60-64 år;män;322
;;;kvinnor;290
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;5
;;;kvinnor;12
;;30-34 år;män;21
;;;kvinnor;34
;;35-39 år;män;39
;;;kvinnor;49
;;40-44 år;män;78
;;;kvinnor;107
;;45-49 år;män;122
;;;kvinnor;121
;;50-54 år;män;157
;;;kvinnor;171
;;55-59 år;män;104
;;;kvinnor;104
;;60-64 år;män;113
;;;kvinnor;96
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;2
;;;kvinnor;5
;;45-49 år;män;1
;;;kvinnor;7
;;50-54 år;män;2
;;;kvinnor;7
;;55-59 år;män;4
;;;kvinnor;11
;;60-64 år;män;7
;;;kvinnor;18
0319 Älvkarleby;ogifta;20-24 år;män;238
;;;kvinnor;193
;;25-29 år;män;220
;;;kvinnor;176
;;30-34 år;män;138
;;;kvinnor;110
;;35-39 år;män;116
;;;kvinnor;95
;;40-44 år;män;129
;;;kvinnor;98
;;45-49 år;män;122
;;;kvinnor;97
;;50-54 år;män;129
;;;kvinnor;114
;;55-59 år;män;115
;;;kvinnor;78
;;60-64 år;män;77
;;;kvinnor;58
;gifta;20-24 år;män;5
;;;kvinnor;21
;;25-29 år;män;53
;;;kvinnor;75
;;30-34 år;män;86
;;;kvinnor;109
;;35-39 år;män;101
;;;kvinnor;110
;;40-44 år;män;138
;;;kvinnor;137
;;45-49 år;män;137
;;;kvinnor;137
;;50-54 år;män;142
;;;kvinnor;171
;;55-59 år;män;159
;;;kvinnor;149
;;60-64 år;män;184
;;;kvinnor;181
;skilda;20-24 år;män;1
;;;kvinnor;0
;;25-29 år;män;2
;;;kvinnor;10
;;30-34 år;män;11
;;;kvinnor;15
;;35-39 år;män;23
;;;kvinnor;25
;;40-44 år;män;36
;;;kvinnor;52
;;45-49 år;män;47
;;;kvinnor;42
;;50-54 år;män;70
;;;kvinnor;53
;;55-59 år;män;56
;;;kvinnor;50
;;60-64 år;män;50
;;;kvinnor;62
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;1
;;45-49 år;män;0
;;;kvinnor;2
;;50-54 år;män;0
;;;kvinnor;6
;;55-59 år;män;4
;;;kvinnor;10
;;60-64 år;män;5
;;;kvinnor;21
0330 Knivsta;ogifta;20-24 år;män;423
;;;kvinnor;387
;;25-29 år;män;426
;;;kvinnor;398
;;30-34 år;män;343
;;;kvinnor;269
;;35-39 år;män;250
;;;kvinnor;201
;;40-44 år;män;201
;;;kvinnor;198
;;45-49 år;män;178
;;;kvinnor;133
;;50-54 år;män;172
;;;kvinnor;135
;;55-59 år;män;122
;;;kvinnor;79
;;60-64 år;män;68
;;;kvinnor;68
;gifta;20-24 år;män;12
;;;kvinnor;26
;;25-29 år;män;84
;;;kvinnor;130
;;30-34 år;män;215
;;;kvinnor;295
;;35-39 år;män;372
;;;kvinnor;413
;;40-44 år;män;504
;;;kvinnor;494
;;45-49 år;män;431
;;;kvinnor;398
;;50-54 år;män;341
;;;kvinnor;336
;;55-59 år;män;243
;;;kvinnor;252
;;60-64 år;män;262
;;;kvinnor;242
;skilda;20-24 år;män;1
;;;kvinnor;2
;;25-29 år;män;2
;;;kvinnor;9
;;30-34 år;män;14
;;;kvinnor;19
;;35-39 år;män;30
;;;kvinnor;47
;;40-44 år;män;66
;;;kvinnor;80
;;45-49 år;män;69
;;;kvinnor;93
;;50-54 år;män;89
;;;kvinnor;109
;;55-59 år;män;77
;;;kvinnor;73
;;60-64 år;män;46
;;;kvinnor;61
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;3
;;;kvinnor;9
;;45-49 år;män;3
;;;kvinnor;5
;;50-54 år;män;0
;;;kvinnor;3
;;55-59 år;män;4
;;;kvinnor;4
;;60-64 år;män;2
;;;kvinnor;13
0331 Heby;ogifta;20-24 år;män;450
;;;kvinnor;320
;;25-29 år;män;383
;;;kvinnor;329
;;30-34 år;män;280
;;;kvinnor;189
;;35-39 år;män;154
;;;kvinnor;145
;;40-44 år;män;144
;;;kvinnor;134
;;45-49 år;män;177
;;;kvinnor;110
;;50-54 år;män;197
;;;kvinnor;130
;;55-59 år;män;157
;;;kvinnor;112
;;60-64 år;män;152
;;;kvinnor;106
;gifta;20-24 år;män;14
;;;kvinnor;22
;;25-29 år;män;60
;;;kvinnor;83
;;30-34 år;män;106
;;;kvinnor;137
;;35-39 år;män;147
;;;kvinnor;159
;;40-44 år;män;158
;;;kvinnor;176
;;45-49 år;män;192
;;;kvinnor;220
;;50-54 år;män;232
;;;kvinnor;238
;;55-59 år;män;247
;;;kvinnor;258
;;60-64 år;män;247
;;;kvinnor;260
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;8
;;;kvinnor;8
;;30-34 år;män;10
;;;kvinnor;15
;;35-39 år;män;24
;;;kvinnor;25
;;40-44 år;män;23
;;;kvinnor;44
;;45-49 år;män;49
;;;kvinnor;62
;;50-54 år;män;79
;;;kvinnor;80
;;55-59 år;män;84
;;;kvinnor;103
;;60-64 år;män;85
;;;kvinnor;71
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;0
;;;kvinnor;5
;;45-49 år;män;2
;;;kvinnor;3
;;50-54 år;män;3
;;;kvinnor;6
;;55-59 år;män;5
;;;kvinnor;11
;;60-64 år;män;11
;;;kvinnor;20
0360 Tierp;ogifta;20-24 år;män;647
;;;kvinnor;514
;;25-29 år;män;584
;;;kvinnor;461
;;30-34 år;män;419
;;;kvinnor;311
;;35-39 år;män;268
;;;kvinnor;214
;;40-44 år;män;260
;;;kvinnor;189
;;45-49 år;män;277
;;;kvinnor;199
;;50-54 år;män;272
;;;kvinnor;214
;;55-59 år;män;224
;;;kvinnor;149
;;60-64 år;män;166
;;;kvinnor;110
;gifta;20-24 år;män;18
;;;kvinnor;36
;;25-29 år;män;69
;;;kvinnor;118
;;30-34 år;män;162
;;;kvinnor;208
;;35-39 år;män;214
;;;kvinnor;271
;;40-44 år;män;287
;;;kvinnor;288
;;45-49 år;män;352
;;;kvinnor;345
;;50-54 år;män;343
;;;kvinnor;353
;;55-59 år;män;335
;;;kvinnor;321
;;60-64 år;män;344
;;;kvinnor;355
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;5
;;;kvinnor;21
;;30-34 år;män;30
;;;kvinnor;42
;;35-39 år;män;39
;;;kvinnor;59
;;40-44 år;män;66
;;;kvinnor;86
;;45-49 år;män;83
;;;kvinnor;93
;;50-54 år;män;143
;;;kvinnor;137
;;55-59 år;män;111
;;;kvinnor;148
;;60-64 år;män;133
;;;kvinnor;148
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;1
;;;kvinnor;2
;;40-44 år;män;1
;;;kvinnor;3
;;45-49 år;män;7
;;;kvinnor;9
;;50-54 år;män;3
;;;kvinnor;12
;;55-59 år;män;7
;;;kvinnor;13
;;60-64 år;män;8
;;;kvinnor;25
0380 Uppsala;ogifta;20-24 år;män;8908
;;;kvinnor;9859
;;25-29 år;män;9761
;;;kvinnor;8814
;;30-34 år;män;5911
;;;kvinnor;4595
;;35-39 år;män;3419
;;;kvinnor;2739
;;40-44 år;män;2701
;;;kvinnor;2095
;;45-49 år;män;2204
;;;kvinnor;1769
;;50-54 år;män;1896
;;;kvinnor;1762
;;55-59 år;män;1296
;;;kvinnor;1294
;;60-64 år;män;1191
;;;kvinnor;1137
;gifta;20-24 år;män;121
;;;kvinnor;373
;;25-29 år;män;937
;;;kvinnor;1598
;;30-34 år;män;2502
;;;kvinnor;3103
;;35-39 år;män;3359
;;;kvinnor;3555
;;40-44 år;män;3711
;;;kvinnor;3762
;;45-49 år;män;3450
;;;kvinnor;3481
;;50-54 år;män;3532
;;;kvinnor;3458
;;55-59 år;män;3058
;;;kvinnor;3029
;;60-64 år;män;3191
;;;kvinnor;3013
;skilda;20-24 år;män;10
;;;kvinnor;32
;;25-29 år;män;88
;;;kvinnor;185
;;30-34 år;män;283
;;;kvinnor;411
;;35-39 år;män;422
;;;kvinnor;587
;;40-44 år;män;558
;;;kvinnor;823
;;45-49 år;män;767
;;;kvinnor;1090
;;50-54 år;män;1045
;;;kvinnor;1363
;;55-59 år;män;1010
;;;kvinnor;1344
;;60-64 år;män;1001
;;;kvinnor;1350
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;1
;;30-34 år;män;6
;;;kvinnor;12
;;35-39 år;män;5
;;;kvinnor;17
;;40-44 år;män;16
;;;kvinnor;27
;;45-49 år;män;26
;;;kvinnor;67
;;50-54 år;män;27
;;;kvinnor;74
;;55-59 år;män;40
;;;kvinnor;157
;;60-64 år;män;61
;;;kvinnor;261
0381 Enköping;ogifta;20-24 år;män;1355
;;;kvinnor;1061
;;25-29 år;män;1357
;;;kvinnor;1072
;;30-34 år;män;867
;;;kvinnor;682
;;35-39 år;män;593
;;;kvinnor;457
;;40-44 år;män;513
;;;kvinnor;369
;;45-49 år;män;514
;;;kvinnor;448
;;50-54 år;män;491
;;;kvinnor;423
;;55-59 år;män;384
;;;kvinnor;255
;;60-64 år;män;263
;;;kvinnor;187
;gifta;20-24 år;män;28
;;;kvinnor;61
;;25-29 år;män;189
;;;kvinnor;293
;;30-34 år;män;410
